Conversation_ID,Customer_Issue,Tech_Response,Resolution_Time,Issue_Category,Issue_Status
CONV-0800,Forgot password,Clear cache and remove unnecessary programs.,15 minutes,Software,Resolved after follow-up
CONV-0801,Software installation failure,Verify your email settings.,18 minutes,Performance,Escalated
CONV-0802,Unable to access email,Reinstall the printer drivers.,102 minutes,Network,Resolved
CONV-0803,Unable to access email,Run a system diagnostic tool.,60 minutes,Hardware,Resolved
CONV-0804,Printer not responding,Run a system diagnostic tool.,116 minutes,Performance,Resolved after follow-up
CONV-0805,Slow system performance,Clear cache and remove unnecessary programs.,23 minutes,Performance,Pending
CONV-0806,Cannot connect to Wi-Fi,Reset your password using the link provided.,53 minutes,Hardware,Pending
CONV-0807,Unable to access email,Verify your email settings.,94 minutes,Account,Resolved
CONV-0808,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,119 minutes,Network,Resolved after follow-up
CONV-0809,Cannot connect to Wi-Fi,Follow the software installation guide.,7 minutes,Network,Resolved
CONV-0810,Forgot password,Reset your password using the link provided.,13 minutes,Account,Pending
CONV-0811,Software installation failure,Reinstall the printer drivers.,40 minutes,Software,Pending
CONV-0812,Slow system performance,Reinstall the printer drivers.,50 minutes,Network,Escalated
CONV-0813,Cannot connect to Wi-Fi,Restart your router.,12 minutes,Software,Escalated
CONV-0814,Unable to access email,Clear cache and remove unnecessary programs.,104 minutes,Account,Escalated
CONV-0815,Unable to access email,Restart your router.,52 minutes,Software,Pending
CONV-0816,Unable to access email,Verify your email settings.,77 minutes,Account,Pending
CONV-0817,Blue screen error,Run a system diagnostic tool.,30 minutes,Performance,Escalated
CONV-0818,Forgot password,Reinstall the printer drivers.,80 minutes,Network,Resolved
CONV-0819,Blue screen error,Restart your router.,50 minutes,Account,Resolved
CONV-0820,Blue screen error,Clear cache and remove unnecessary programs.,29 minutes,Account,Resolved after follow-up
CONV-0821,Forgot password,Reinstall the printer drivers.,13 minutes,Performance,Escalated
CONV-0822,Forgot password,Reinstall the printer drivers.,21 minutes,Hardware,Pending
CONV-0823,Software installation failure,Run a system diagnostic tool.,18 minutes,Network,Resolved after follow-up
CONV-0824,Unable to access email,Clear cache and remove unnecessary programs.,115 minutes,Account,Resolved
CONV-0825,Printer not responding,Clear cache and remove unnecessary programs.,56 minutes,Performance,Escalated
CONV-0826,Printer not responding,Reset your password using the link provided.,102 minutes,Network,Escalated
CONV-0827,Slow system performance,Reinstall the printer drivers.,119 minutes,Performance,Resolved
CONV-0828,Software installation failure,Reset your password using the link provided.,119 minutes,Account,Pending
CONV-0829,Blue screen error,Follow the software installation guide.,104 minutes,Network,Pending
CONV-0830,Unable to access email,Reset your password using the link provided.,72 minutes,Hardware,Resolved
CONV-0831,Cannot connect to Wi-Fi,Verify your email settings.,112 minutes,Software,Resolved
CONV-0832,Unable to access email,Clear cache and remove unnecessary programs.,61 minutes,Hardware,Resolved after follow-up
CONV-0833,Printer not responding,Restart your router.,57 minutes,Account,Escalated
CONV-0834,Software installation failure,Clear cache and remove unnecessary programs.,30 minutes,Performance,Escalated
CONV-0835,Software installation failure,Follow the software installation guide.,11 minutes,Network,Escalated
CONV-0836,Forgot password,Clear cache and remove unnecessary programs.,51 minutes,Software,Pending
CONV-0837,Printer not responding,Follow the software installation guide.,105 minutes,Network,Pending
CONV-0838,Cannot connect to Wi-Fi,Reset your password using the link provided.,38 minutes,Performance,Escalated
CONV-0839,Software installation failure,Verify your email settings.,10 minutes,Account,Resolved after follow-up
CONV-0840,Unable to access email,Restart your router.,77 minutes,Software,Resolved after follow-up
CONV-0841,Software installation failure,Reinstall the printer drivers.,26 minutes,Hardware,Pending
CONV-0842,Unable to access email,Run a system diagnostic tool.,19 minutes,Performance,Resolved
CONV-0843,Unable to access email,Restart your router.,24 minutes,Account,Pending
CONV-0844,Printer not responding,Reset your password using the link provided.,7 minutes,Software,Resolved
CONV-0845,Forgot password,Clear cache and remove unnecessary programs.,71 minutes,Software,Pending
CONV-0846,Printer not responding,Clear cache and remove unnecessary programs.,110 minutes,Performance,Resolved after follow-up
CONV-0847,Forgot password,Restart your router.,30 minutes,Network,Escalated
CONV-0848,Cannot connect to Wi-Fi,Follow the software installation guide.,73 minutes,Hardware,Pending
CONV-0849,Cannot connect to Wi-Fi,Restart your router.,99 minutes,Network,Escalated
CONV-0850,Printer not responding,Follow the software installation guide.,119 minutes,Account,Resolved
CONV-0851,Forgot password,Reinstall the printer drivers.,105 minutes,Performance,Resolved
CONV-0852,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,72 minutes,Account,Resolved
CONV-0853,Cannot connect to Wi-Fi,Restart your router.,38 minutes,Account,Resolved
CONV-0854,Printer not responding,Reinstall the printer drivers.,107 minutes,Account,Escalated
CONV-0855,Forgot password,Clear cache and remove unnecessary programs.,38 minutes,Network,Pending
CONV-0856,Printer not responding,Restart your router.,114 minutes,Network,Resolved
CONV-0857,Printer not responding,Follow the software installation guide.,29 minutes,Software,Resolved
CONV-0858,Unable to access email,Reinstall the printer drivers.,73 minutes,Performance,Resolved after follow-up
CONV-0859,Software installation failure,Verify your email settings.,58 minutes,Network,Escalated
CONV-0860,Slow system performance,Restart your router.,108 minutes,Hardware,Pending
CONV-0861,Unable to access email,Clear cache and remove unnecessary programs.,34 minutes,Hardware,Resolved after follow-up
CONV-0862,Cannot connect to Wi-Fi,Restart your router.,57 minutes,Software,Pending
CONV-0863,Software installation failure,Restart your router.,36 minutes,Performance,Escalated
CONV-0864,Cannot connect to Wi-Fi,Restart your router.,49 minutes,Hardware,Escalated
CONV-0865,Forgot password,Run a system diagnostic tool.,115 minutes,Network,Pending
CONV-0866,Blue screen error,Restart your router.,26 minutes,Network,Resolved
CONV-0867,Cannot connect to Wi-Fi,Run a system diagnostic tool.,51 minutes,Account,Resolved after follow-up
CONV-0868,Blue screen error,Reset your password using the link provided.,112 minutes,Network,Pending
CONV-0869,Software installation failure,Reinstall the printer drivers.,55 minutes,Network,Resolved after follow-up
CONV-0870,Printer not responding,Reinstall the printer drivers.,101 minutes,Performance,Resolved after follow-up
CONV-0871,Blue screen error,Run a system diagnostic tool.,96 minutes,Software,Pending
CONV-0872,Software installation failure,Restart your router.,108 minutes,Account,Escalated
CONV-0873,Blue screen error,Verify your email settings.,13 minutes,Software,Resolved after follow-up
CONV-0874,Blue screen error,Follow the software installation guide.,11 minutes,Software,Pending
CONV-0875,Printer not responding,Verify your email settings.,26 minutes,Performance,Escalated
CONV-0876,Unable to access email,Run a system diagnostic tool.,64 minutes,Software,Resolved
CONV-0877,Software installation failure,Run a system diagnostic tool.,48 minutes,Account,Pending
CONV-0878,Slow system performance,Verify your email settings.,62 minutes,Hardware,Escalated
CONV-0879,Software installation failure,Reset your password using the link provided.,67 minutes,Account,Resolved after follow-up
CONV-0880,Forgot password,Reinstall the printer drivers.,50 minutes,Software,Pending
CONV-0881,Unable to access email,Verify your email settings.,11 minutes,Hardware,Escalated
CONV-0882,Unable to access email,Restart your router.,56 minutes,Software,Pending
CONV-0883,Unable to access email,Run a system diagnostic tool.,106 minutes,Account,Resolved
CONV-0884,Unable to access email,Reset your password using the link provided.,86 minutes,Software,Resolved after follow-up
CONV-0885,Forgot password,Follow the software installation guide.,107 minutes,Account,Resolved
CONV-0886,Blue screen error,Verify your email settings.,80 minutes,Hardware,Pending
CONV-0887,Printer not responding,Restart your router.,99 minutes,Software,Resolved
CONV-0888,Slow system performance,Restart your router.,28 minutes,Performance,Resolved after follow-up
CONV-0889,Unable to access email,Follow the software installation guide.,53 minutes,Hardware,Resolved after follow-up
CONV-0890,Blue screen error,Restart your router.,5 minutes,Account,Resolved
CONV-0891,Printer not responding,Verify your email settings.,77 minutes,Network,Resolved
CONV-0892,Unable to access email,Follow the software installation guide.,112 minutes,Network,Resolved
CONV-0893,Printer not responding,Clear cache and remove unnecessary programs.,45 minutes,Account,Pending
CONV-0894,Unable to access email,Reset your password using the link provided.,32 minutes,Performance,Resolved
CONV-0895,Blue screen error,Run a system diagnostic tool.,103 minutes,Network,Pending
CONV-0896,Forgot password,Run a system diagnostic tool.,112 minutes,Performance,Pending
CONV-0897,Software installation failure,Run a system diagnostic tool.,48 minutes,Network,Resolved after follow-up
CONV-0898,Slow system performance,Run a system diagnostic tool.,101 minutes,Account,Resolved after follow-up
CONV-0899,Software installation failure,Run a system diagnostic tool.,53 minutes,Software,Resolved
CONV-0900,Software installation failure,Reinstall the printer drivers.,105 minutes,Software,Pending
CONV-0901,Slow system performance,Restart your router.,95 minutes,Hardware,Escalated
CONV-0902,Slow system performance,Clear cache and remove unnecessary programs.,17 minutes,Performance,Resolved after follow-up
CONV-0903,Forgot password,Restart your router.,31 minutes,Software,Resolved
CONV-0904,Unable to access email,Reinstall the printer drivers.,78 minutes,Account,Escalated
CONV-0905,Blue screen error,Restart your router.,10 minutes,Account,Resolved
CONV-0906,Software installation failure,Verify your email settings.,20 minutes,Network,Resolved
CONV-0907,Forgot password,Verify your email settings.,73 minutes,Performance,Resolved after follow-up
CONV-0908,Cannot connect to Wi-Fi,Follow the software installation guide.,28 minutes,Performance,Escalated
CONV-0909,Forgot password,Verify your email settings.,112 minutes,Network,Resolved
CONV-0910,Forgot password,Verify your email settings.,42 minutes,Performance,Pending
CONV-0911,Blue screen error,Reset your password using the link provided.,12 minutes,Account,Resolved
CONV-0912,Slow system performance,Follow the software installation guide.,66 minutes,Software,Escalated
CONV-0913,Forgot password,Clear cache and remove unnecessary programs.,7 minutes,Network,Escalated
CONV-0914,Blue screen error,Reinstall the printer drivers.,83 minutes,Performance,Resolved
CONV-0915,Printer not responding,Reinstall the printer drivers.,79 minutes,Hardware,Pending
CONV-0916,Slow system performance,Clear cache and remove unnecessary programs.,7 minutes,Software,Resolved after follow-up
CONV-0917,Forgot password,Reinstall the printer drivers.,90 minutes,Network,Escalated
CONV-0918,Slow system performance,Reset your password using the link provided.,36 minutes,Account,Resolved after follow-up
CONV-0919,Unable to access email,Restart your router.,16 minutes,Hardware,Escalated
CONV-0920,Unable to access email,Restart your router.,110 minutes,Hardware,Resolved after follow-up
CONV-0921,Cannot connect to Wi-Fi,Clear cache and remove unnecessary programs.,25 minutes,Performance,Pending
CONV-0922,Printer not responding,Clear cache and remove unnecessary programs.,43 minutes,Software,Resolved after follow-up
